Unnamed: 0.1,Unnamed: 0,index,suid,headline,timestamp_clean,relevant,sentiment_international,sentiment_economy,sentiment_financial_markets,sentiment_consumer,sentiment_housing,sentiment_labor,sentiment_inflation,hawk_dove,relevant_confidence,topic_international_confidence,topic_economy_confidence,topic_financial_markets_confidence,topic_consumer_confidence,topic_housing_confidence,topic_labor_confidence,topic_inflation_confidence,hawk_dove_confidence,_reviewed
,,,R95C64T1UM0W,"*BULLARD: FED NEEDS TO GET POLICY TO NEUTRAL, FASTER IS BETTER",2022-03-22 12:32:28.331000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R95CCVT1UM0W,*BULLARD: WANT FED TO GET POLICY MILDLY RESTRICTIVE THIS YEAR,2022-03-22 12:36:31.153000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R95SE2T0G1KW,*DALY: TIME FOR FED TO MARCH RATES UP TO NEUTRAL,2022-03-22 18:22:50.265000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R95Y5RT0AFBB,*MESTER BACKS FURTHER RATE INCREASES IN 2023 ABOVE NEUTRAL LEVEL,2022-03-22 21:00:00.015000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R97C7RT0AFB9,*MESTER: NEED TO BE MORE AGGRESSIVE EARLIER RATHER THAN LATER,2022-03-23 14:30:00.003000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R97F31T1UM0Z,"*DALY FAVORS RAISING RATES ABOVE NEUTRAL, LIKELY NEEDED IN 2023",2022-03-23 15:30:37.839000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R97F4ET0G1KX,*DALY: FED PREPARED TO DO WHATEVER IT TAKES FOR PRICE STABILITY,2022-03-23 15:31:26.932000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R97F95T0G1L1,"*DALY SAYS IF WE NEED TO RAISE RATES BY 50 BPS, WE WILL DO SO",2022-03-23 15:34:17.413000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R97PJHT0G1KW,*BULLARD REPEATS HE FAVORS FED RAISING INTEREST RATES FASTER,2022-03-23 19:16:29.861000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R992F6T0G1KZ,*FED'S KASHKARI: SURPRISED INFLATION SO HIGH AND STAYED HIGH,2022-03-24 12:52:18.624000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R995TBT0AFB4,*EVANS: COMFORTABLE WITH EACH MEETING RAISING BY QUARTER POINT,2022-03-24 14:05:35.740000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R9AZINT0G1L3,*WILLIAMS: FED MOVING TO UNWIND ITS HIGHLY ACCOMMODATIVE POLICY,2022-03-25 14:15:00.002000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R9IIKQDWRGG0,*HARKER SAYS HIS FORECAST FOR FED HIKES HAS SEVEN 25 BPS IN 2022,2022-03-29 15:19:38.391000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R9IS6CDWX2PS,"*HARKER: FED MUST CONTROL INFLATION, KEEP EXPECTATIONS ANCHORED",2022-03-29 18:47:00.178000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R9ISAODWLU6C,*BULLARD REPEATS HE FAVORS RAISING FED RATES ABOVE 3% BY YR-END,2022-03-29 18:49:36.386000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R9JDHAT1UM0W,*BOSTIC REPEATS HE FAVORS RAISING RATES SIX TIMES IN 2022,2022-03-30 02:27:10.429000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R9JDIHT0AFB8,*BOSTIC: FED CAN RAISE RATES WITHOUT CAUSING RECESSION,2022-03-30 02:27:53.829000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R9KBM1DWX2PW,*BARKIN: FED WILL MOVE RATES AS NEEDED TO LOWER INFLATION TO 2%,2022-03-30 14:44:25.603000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R9KHBCDWX2PV,*GEORGE: MORE RESTRICTIVE POLICY MAY BE NEEDED TO COOL PRICES,2022-03-30 17:00:00.003000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R9Q0LXT0G1L3,*WILLIAMS: FED STRONGLY COMMITTED TO ACHIEVING PRICE STABILITY,2022-04-02 17:00:00.007000+00:00,1,,,,,,,,2,,,,,,,,,,1
5818,5818,,R9VE46T1UM0Z,*GEORGE: `NO QUESTION' ACCOMMODATIVE POLICY HAS TO BE REMOVED,2022-04-05 14:12:06.924000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R9VEGVT0AFB4,*GEORGE: PEOPLE HATE HIGH INFLATION; HAS OWN EFFECTS ON ECONOMY,2022-04-05 14:19:43.231000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R9X59JT0G1L1,*HARKER: `ACUTELY CONCERNED’ BY INFLATION THAT IS FAR TOO HIGH,2022-04-06 13:30:00.005000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,R9X8QHT0AFB4,*BARKIN: FED'S 9-10 HIKES AWAY FROM FOMC'S EST. OF NEUTRAL RATE,2022-04-06 14:11:05.706000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,R9Z4QVT1UM12,*BULLARD: FED MUST MOVE `FORTHRIGHTLY’ TO CONTROL INFLATION,2022-04-07 14:45:00.006000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,RA6PLVDWX2PS,*EVANS: OK IF WE ACCELERATE TIGHTENING TO GET TO NEUTRAL BY DEC.,2022-04-11 16:53:55.204000+00:00,1,,,,,,,,2,,,,,,,,,,1
4805,4805,,RA6PMYDWLU6F,*EVANS SAYS 50 BPS HIKE IN MAY IS `WORTHY OF CONSIDERATION',2022-04-11 16:54:34.393000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,RA8Z9LDWRGG9,*BARKIN: FED MUST BE CRYSTAL CLEAR IT WILL ADDRESS INFLATION,2022-04-12 23:00:00.008000+00:00,1,,,,,,,,1,,,,,,,,,,1
4562,4562,,RA9338DWLU68,*BARKIN: RAISING RATES BEYOND NEUTRAL LIKELY PART OF PROCESS,2022-04-12 23:40:20.149000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,RA9FADC2Z6YO,*BULLARD: NEED TO BE MORE AGGRESSIVE TO ROOT OUT INFLATION: FT,2022-04-13 04:03:49.801000+00:00,1,,,,,,,,2,,,,,,,,,,1
4703,4703,,N0UL796K50XV,*GROSS SAYS YELLEN TESTIMONY WAS `MEASURED',2014-02-11 20:06:45.111000+00:00,0,,,,,,,,,,,,,,,,,,1
,,,PVIQ013TCF0K,"*FED SAYS ECONOMY RISING AT MODERATE RATE, LABOR MARKET STRONG",2019-07-31 18:00:01.277000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RBDG6QT1UM0W,*DOLLAR FALLS AFTER POWELL SAYS 75-BP HIKES NOT NOW ON TABLE,2022-05-04 18:47:14.165000+00:00,0,,,,,,,,,,,,,,,,,,1
,,,RBOA5QDWLU6P,*MESTER: DON'T EXPECT INFLATION TO MOVE TO 2% BY END '22 OR '23,2022-05-10 15:10:38.415000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,RCWX3VT1UM0W,*MESTER REPEATS THAT THE RISK OF RECESSION HAVE GONE UP,2022-06-03 17:40:43.234000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,QG1M22T0G1L7,*FED SAYS ECONOMIC ACTIVITY INCREASED AMONG MOST DISTRICTS,2020-09-02 18:01:14.427000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,Q45WS1707QX3,"*FED SAYS BANK LENDING STEADY TO MODERATELY UP, HOME SALES FLAT",2020-01-15 19:00:01.046000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RDOVBPT0AFB9,*WALLER: EVEN TYPICAL RECESSION MAY REQUIRE EXTRAORDINARY POLICY,2022-06-18 20:40:00.012000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,RDQDCDT0AFB5,*RECESSION RISKS `ARE GOING UP': FED'S MESTER IN CBS INTERVIEW,2022-06-19 15:21:49.605000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,RF2EQ0T0G1KW,*BULLARD: I TAKE YIELD-CURVE INVERSION SERIOUSLY AS A SIGNAL,2022-07-15 13:56:24.148000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,RFP08JT0AFB4,*POWELL: IN ALL LIKELIHOOD WILL SEE LABOR-MKT CONDITIONS SOFTEN,2022-07-27 18:48:19.197000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RFS4D2T0AFB7,"*BOSTIC: CLEARLY, A LOT OF PEOPLE ARE HURTING",2022-07-29 11:10:14.534000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RFW4JQDWRGG0,*KASHKARI: US ECONOMY IS `LONG WAY AWAY' FROM 2% INFLATION,2022-07-31 15:04:38.873000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,RG5XODDWX2PS,*DALY: DON'T NEED TO BE TOO AGGRESSIVE IN RAISING RATES,2022-08-05 22:12:13.769000+00:00,1,,,,,,,,1,,,,,,,,,,1
5331,5331,,O5L3C03T6SQV,*FED SAYS SEVERAL DISTRICTS SAW SIGNS OF PICKUP IN WAGE GROWTH,2016-04-13 18:00:00.313000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,RGTOG8DWLU68,*KASHKARI: DON'T KNOW IF FED CAN CUT INFLATION W/OUT RECESSION,2022-08-18 17:55:20.953000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RHFH02DWX2PS,*BARKIN: RECESSION IS RISK IN GETTING INFLATION UNDER CONTROL,2022-08-30 12:21:38.343000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RHULBAT1UM0X,*BRAINARD: UNCERTAINTY ON POLICY LAG CREATES OVERTIGHTENING RISK,2022-09-07 16:40:00.001000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,RMJE90T1UM0X,"*US OCT. CONSUMER CREDIT RISES $27.1 BILLION, FED SAYS",2022-12-07 20:00:36.214000+00:00,0,,,,,,,,,,,,,,,,,,1
,,,RHWJZNT0AFBC,*EVANS: OVERTIGHTENING A CONCERN ONCE RATES GET TO 3.5% RANGE,2022-09-08 18:00:00.010000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,RIKQ79T0G1KW,*POWELL: SLOW GROWTH COULD GIVE RISE TO INCREASE IN JOBLESS RATE,2022-09-21 19:01:57.872000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,Q73B3GT1UM1M,*STOCKS PARE LOSSES AFTER FED SAYS IT WILL CONDUCT PURCHASES,2020-03-12 16:57:17.003000+00:00,0,,,,,,,,,,,,,,,,,,1
,,,RJJUIODWX2PT,"*BRAINARD SAYS LIQUIDITY A LITTLE FRAGILE, FED MONITORING",2022-10-10 18:11:12.516000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,Q10Y22T0G1L0,*FED SAYS LOW RATES COULD LEAD TO EROSION IN LENDING STANDARDS,2019-11-15 19:00:00.004000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RJQZ9BDWX2PS,*GEORGE SAYS SHE DOES NOT FAVOR RAISING FED'S 2% INFLATION GOAL,2022-10-14 14:36:47.374000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RKU9OPDWLU6B,*WATERS URGES POWELL TO TAKE `EXTREME CAUTION' ON FURTHER HIKES,2022-11-04 19:48:25.914000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RL3M5JDWRGG4,*EVANS WORRIED THAT MUCH HIGHER RATES RISK FED’S JOBS MANDATE,2022-11-09 20:56:07.388000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RLCJPMT0AFB8,*BRAINARD: RAPID TIGHTENING CREATES SPILLOVERS IN ECONOMIES,2022-11-14 16:41:46.266000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RM6DAQT0AFB9,"*POWELL: WE DON'T WANT TO OVERTIGHTEN, WHICH WHY WE SLOWING DOWN",2022-11-30 19:11:14.933000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RM6DCAT0G1KW,*POWELL: CUTTING RATES IS NOT SOMETHING WE WANT TO DO SOON,2022-11-30 19:12:10.139000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RO2P4DDWRGG3,*BARKIN: RAISING INFLATION TARGET RISKS FED'S CREDIBILITY,2023-01-06 17:15:00.003000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,PTCY01707QXB,*FED SAYS BALANCE-SHEET ROLLOFF TO PROCEED AS PLANNED,2019-06-19 18:00:01.322000+00:00,1,,,,,,,,0,,,,,,,,,,1
4688,4688,,PC2Q013TCF0H,*FED SAYS 10 OF 12 DISTRICTS SEEING `MODERATE OR MODEST GROWTH',2018-07-18 18:00:01.030000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,ROQV4QDWRGG2,"*BRAINARD POINTS TO MANUFACTURING WEAKNESS, SPENDING MODERATION",2023-01-19 18:15:00.002000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,R1AFEKT1UM0W,*FED SAYS ECONOMIC ACTIVITY GREW AT A `MODEST TO MODERATE RATE',2021-10-20 18:01:32.132000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RPPP20T0AFB5,*FED'S KASHKARI: I'M NOT FORECASTING A RECESSION,2023-02-07 13:20:24.812000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RPPP4JT0G1KY,*KASHKARI: DON'T KNOW IF DEBT DEFAULT MORE LIKELY THIS TIME,2023-02-07 13:21:55.475000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RQ6G94T0G1KW,*MESTER: US DEFAULT WOULD HAVE 'HUGE NEGATIVE IMPACT' ON ECONOMY,2023-02-16 14:29:28.898000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,RU3GO1TVI5MY,*FED SAYS TIGHTER CREDIT CONDITIONS LIKELY TO WEIGH ON ACTIVITY,2023-05-03 18:00:01.119000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,PSW0HWDWLU6C,*FED SAYS 3-YEAR INFLATION EXPECTATIONS 2.6% IN MAY VERSUS 2.7%,2019-06-10 15:00:00.003000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,PUBUZ7DWX2PZ,*FED SAYS 3-YEAR INFLATION EXPECTATIONS AT 2.7% IN JUNE VS 2.6%,2019-07-08 15:00:00.006000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,QJJA81DWRGG8,*FED SAYS 3-YEAR INFLATION EXPECTATIONS STEADY AT 2.7% IN OCT.,2020-11-09 16:00:00.002000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,QGTKZHDWLU6B,*FED SAYS IT'S WEIGHING AN EXTENSION UNTIL END OF 2020,2020-09-17 20:45:00.002000+00:00,0,,,,,,,,,,,,,,,,,,1
,,,Q86H4FT1UM0W,*FED SAYS CENTRAL BANK LIQUIDITY SWAPS $348.5 BLN ON APRIL 1,2020-04-02 20:33:51.061000+00:00,0,,,,,,,,,,,,,,,,,,1
,,,Q86H0KT0G1L2,*FED SAYS TOTAL ASSETS RISE $557 BLN TO $5.81 TRILLION,2020-04-02 20:31:32.348000+00:00,0,,,,,,,,,,,,,,,,,,1
,,,PW6HE4DWRGG0,*FED SAYS TOTAL U.S HOUSEHOLD DEBT ROSE 1.4% IN 2Q TO $13.86T,2019-08-13 15:00:00+00:00,0,,,,,,,,,,,,,,,,,,1
,,,QEN9ZRDWLU6Q,*FED SAYS TOTAL U.S. HOUSEHOLD DEBT FELL $34B IN 2Q TO $14.27T,2020-08-06 15:00:00+00:00,0,,,,,,,,,,,,,,,,,,1
,,,REUYDFT0AFB6,*NY FED SAYS 3 YEAR INFLATION EXPECTATIONS FALL TO 3.6% VS 3.9%,2022-07-11 15:00:00.002000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,R6BZ4KT1UM0W,*FED SAYS IT `WILL SOON BE APPROPRIATE’ TO RAISE FUNDS RATE,2022-01-26 19:00:00.006000+00:00,1,,,,,,,,1,,,,,,,,,,1
6332,6332,,RRXRDRT0AFB4,*POWELL: USING EMERGENCY AUTHORITY SEEMED RIGHT FOR NEW FACILITY,2023-03-22 18:58:39.722000+00:00,0,,,,,,,,,,,,,,,,,,1
,,,QAC901T0G1LC,*FED SAYS TOTAL ASSETS STAND AT $6.93 TRILLION AS OF MAY 13,2020-05-14 20:31:13.535000+00:00,0,,,,,,,,,,,,,,,,,,1
,,,RS4W1WT0AFB4,*FED'S KASHKARI: BANK TURMOIL DOES INCREASE RISK OF US RECESSION,2023-03-26 15:22:44.979000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,RSM304DWX2QH,"*MESTER SEES FED-FUNDS RATE ABOVE 5%, HOLDING FOR SOME TIME",2023-04-04 22:45:00.005000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,RT0B4PDWLU68,*BARKIN: THERE IS STILL MORE TO DO TO GET CORE INFLATION DOWN,2023-04-12 14:34:01.691000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,RT0DTGDWRGG1,*DALY SAYS ALSO GOOD REASONS TO THINK MORE TIGHTENING NEEDED,2023-04-12 16:00:00.013000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,RT0DTGDWRGG7,*DALY SAYS SLOWER GLOBAL GROWTH POSES A `HEADWIND’ FOR US,2023-04-12 16:00:00.019000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,RT9R87T0AFB5,*BARKIN: WANT MORE EVIDENCE INFLATION SETTLING BACK TO TARGET,2023-04-17 17:00:07.215000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RTF8AHT1UM14,*MESTER: NEED REAL RATES IN POSITIVE TERRITORY FOR SOME TIME,2023-04-20 16:20:00.005000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,RTFK80T1UM0X,"*MESTER SAYS GROWTH WILL BE SLOW THIS YEAR, WELL BELOW TREND",2023-04-20 20:14:24.250000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,RTFKHNT1UM13,*MESTER: NEED TO GET RATE ABOVE 5% TO MEET 2% INFLATION GOAL,2023-04-20 20:20:11.214000+00:00,1,,,,,,,,2,,,,,,,,,,1
4602,4602,,RU75EAT0AFB4,*BULLARD: RATES ARE IN TERRAIN OF BEING SUFFICIENTLY RESTRICTIVE,2023-05-05 17:46:58.794000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RUEE28DWRGG3,*WILLIAMS: CONFIDENT FED IS ON PATH TO RESTORING PRICE STABILITY,2023-05-09 16:05:00.003000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RUEG2HDWX2PS,*WILLIAMS: DO NOT SEE ANY REASON TO CUT RATES THIS YEAR,2023-05-09 16:20:41.439000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RUEHG3DWRGG0,*WILLIAMS: FALLING RENT INFLATION WILL WEIGH ON CPI,2023-05-09 16:50:27.651000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RUHXHPDWLU68,*KASHKARI: 2% INFLATION TARGET IS PERMANENT FOR 'NEAR FUTURE',2023-05-11 13:29:49.078000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RUIIDUDWX2PT,*BOWMAN: NEED FURTHER FED TIGHTENING IF INFLATION STAYS TOO HIGH,2023-05-12 07:00:00+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,RUKGAGT0AFBB,*JEFFERSON: FULL EFFECTS OF RAPID RATE HIKES LIKELY AHEAD,2023-05-12 23:45:00.007000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RUPSI1T0AFB4,*BOSTIC SAYS HE'S INCLINED TO PAUSE RATE HIKES AT JUNE FOMC,2023-05-15 19:30:00+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,Q7GKPADWRGG8,*FED SAYS IT WELCOMES CONTINUED USE OF THE DISCOUNT WINDOW,2020-03-19 21:00:00.011000+00:00,0,,,,,,,,,,,,,,,,,,1
,,,RURKZQT1UM0W,*GOOLSBEE: RETAIL SALES WERE LOWER THAN EXPECTED,2023-05-16 18:35:50.963000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,RURL8LT0G1KW,*GOOLSBEE: IT'S FAR TOO PREMATURE TO BE TALKING ABOUT RATE CUTS,2023-05-16 18:41:09.906000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,RV28O7DWLU68,*BULLARD: WILL HAVE TO MOVE RATES HIGHER TO TAME INFLATION,2023-05-22 12:43:19.248000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,RH2X8VT1UM0Z,*FED SAYS NINE REGIONAL FEDS SOUGHT 75 BPS DISCOUNT RATE RISE,2022-08-23 17:53:34.260000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,RV2HOXDWRGG0,*BOSTIC: MAY NEED FED LIQUIDITY TO BE MORE AVAILABLE AND NIMBLE,2023-05-22 15:58:09.249000+00:00,1,,,,,,,,-1,,,,,,,,,,1
4971,4971,,RV2ZJ6DWLU69,*KASHKARI: MAY HAVE TO GO HIGHER FROM HERE ON RATES,2023-05-22 22:23:30.639000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,RV41R4DWLU68,*KASHKARI: POSSIBLE MILD RECESSION WOULD BRING INFLATION DOWN,2023-05-23 12:09:04.863000+00:00,1,,,,,,,,0,,,,,,,,,,1
6478,6478,,RV9UQKDWLU68,*MESTER: DO THINK WE'RE GOING TO HAVE TO TIGHTEN 'A BIT MORE',2023-05-26 15:23:08.343000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,RVHEARDWX2PS,*BARKIN SAYS US INTEREST RATES ARE IN RESTRICTIVE TERRITORY,2023-05-30 17:08:51.137000+00:00,1,,,,,,,,0,,,,,,,,,,1
,,,QEPJG8T0G1L1,"*U.S. JUNE CONSUMER CREDIT RISES $8.9 BILLION, FED SAYS",2020-08-07 19:00:08.653000+00:00,0,,,,,,,,,,,,,,,,,,1
,,,QXFM5BT0G1L3,"*U.S. JUNE CONSUMER CREDIT RISES $37.7 BILLION, FED SAYS",2021-08-06 19:00:47.580000+00:00,0,,,,,,,,,,,,,,,,,,1
6496,6496,,RVJ725T0G1KW,"*COLLINS: FED `INTENT' ON REDUCING INFLATION, SIMPLY TOO HIGH",2023-05-31 16:27:41.748000+00:00,1,,,,,,,,1,,,,,,,,,,1
6501,6501,,RVL468T1UM0W,"*HARKER: WE'RE AT, VERY CLOSE TO RESTRICTIVE-TERRITORY POINT",2023-06-01 17:20:32.118000+00:00,1,,,,,,,,0,,,,,,,,,,1
6515,6515,,RW9A45T1UM0W,*POWELL: FOMC STRONGLY COMMITTED TO BRINGING INFLATION TO GOAL,2023-06-14 18:31:17.270000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,RW9A5AT1UM0W,*POWELL: FULL EFFECTS OF OUR TIGHTENTING HAVE YET TO BE FELT,2023-06-14 18:31:58.667000+00:00,1,,,,,,,,0,,,,,,,,,,1
6184,6184,,RW9ARXT1UM0W,*POWELL: KEY TO GETTING WAGE INFLATION DOWN IS LOOSER LABOR MKT,2023-06-14 18:45:33.528000+00:00,1,,,,,,,,0,,,,,,,,,,1
5992,5992,,RW9B2DT0AFB4,*POWELL:WE'VE MOVED MUCH CLOSER TO SUFFICIENTLY RESTRICTIVE RATE,2023-06-14 18:51:49.187000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,RW9DPIT1UM0W,*GUNDLACH: POWELL WILL MAKE A MISTAKE IF HE FOLLOWS HAWKISH TALK,2023-06-14 19:48:54.589000+00:00,0,,,,,,,,,,,,,,,,,,1
,,,RWKK1PDWRGG0,*COOK: FOMC MUST `ACT AS NEEDED' TO BRING INFLATION TO 2% GOAL,2023-06-20 20:39:25.550000+00:00,1,,,,,,,,2,,,,,,,,,,1
6137,6137,,RWLR3ZDWLU69,*POWELL SAYS LOWERING INFLATION BACK TO 2% HAS A LONG WAY TO GO,2023-06-21 12:30:00.007000+00:00,1,,,,,,,,1,,,,,,,,,,1
6086,6086,,RWMBP3DWX2PS,*BOSTIC: WANT TO DO EVERYTHING TO AVOID SIGNIFICANT DOWNTURN,2023-06-21 19:34:15.516000+00:00,1,,,,,,,,-1,,,,,,,,,,1
6085,6085,,RWPHCRDWX2PT,"*BOSTIC: CREDIT RISK LIKELY COMING, REAL ESTATE COULD POSE RISK",2023-06-23 12:29:15.693000+00:00,1,,,,,,,,-1,,,,,,,,,,1
,,,RWPI6ZDWX2PS,*BOSTIC SAYS HE FAVORS NO MORE RATE HIKES FOR REST OF YEAR,2023-06-23 12:47:23.928000+00:00,1,,,,,,,,0,,,,,,,,,,1
6106,6106,,RWYU7TT1UM0W,*POWELL REPEATS MOST POLICY MAKERS EXPECT 2 MORE HIKES THIS YR,2023-06-28 13:45:29.611000+00:00,1,,,,,,,,2,,,,,,,,,,1
6476,6476,,RWYUTJT0AFB4,*POWELL: SEES SIGNIFICANT PROBABILITY OF RECESSION,2023-06-28 13:58:31.660000+00:00,1,,,,,,,,-2,,,,,,,,,,1
6495,6495,,RWYX8DT1UM0W,*POWELL: UNDERLYING PACE OF QT IS ABOUT $1 TRILLION/YEAR,2023-06-28 14:50:37.374000+00:00,1,,,,,,,,1,,,,,,,,,,1
6203,6203,,LR5YSV0WGOJC,*FED SAYS `DEMAND FOR SERVICES WAS GENERALLY POSITIVE' IN U.S.,2011-09-07 18:00:00.016000+00:00,1,,,,,,,,1,,,,,,,,,,1
5240,5240,,MGQ0R10PLGVQ,"*U.S. INDUSTRIAL PRODUCTION ROSE 0.3% IN DECEMBER, FED SAYS",2013-01-16 14:15:00.002000+00:00,0,,,,,,,,,,,,,,,,,,1
6107,6107,,RWYXO4T1UM0W,*POWELL: FED TO BE RESTRICTIVE AS LONG AS IT NEEDS TO BE,2023-06-28 15:00:04.357000+00:00,1,,,,,,,,1,,,,,,,,,,1
2960,2960,,QB26C9DWX2PV,*FED SAYS TOTAL ASSETS AT $7.1 T AS OF MAY 27,2020-05-28 20:31:21.060000+00:00,0,,,,,,,,,90,100,100,100,100,100,100,100,100,1
5993,5993,,RX11NHT1UM11,*BOSTIC: ABSOLUTELY DO NOT RULE OUT NEED FOR MORE RATE HIKES,2023-06-29 18:40:00.005000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,RXCBZRDWRGG0,*WILLIAMS: REAL RATES PROJECTED TO BE RESTRICTIVE FOR SOME TIME,2023-07-05 20:38:15.529000+00:00,1,,,,,,,,1,,,,,,,,,,1
6514,6514,,RXL7XST0G1KW,*MESTER: I WAS IN THE CAMP OF SUPPORTING A RATE INCREASE IN JUNE,2023-07-10 15:49:04.345000+00:00,1,,,,,,,,2,,,,,,,,,,1
,,,RXLA4HT0G1KW,*BOSTIC: MAY NEED TO DO MORE ON RATES IF INF. EXP. UNANCHOR,2023-07-10 16:36:17.532000+00:00,1,,,,,,,,2,,,,,,,,,,1
6771,6771,,RXLB88T1UM0Z,*MESTER: INFLATION IS STILL MAIN PROBLEM IN US ECONOMY RIGHT NOW,2023-07-10 17:00:08.654000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,RXM6ETV0H1XC,*WILLIAMS: MONETARY POLICY TIGHTENING TO WEIGH ON 2024 DEMAND:FT,2023-07-11 04:13:41.350000+00:00,1,,,,,,,,1,,,,,,,,,,1
,,,RXNRRDT0AFB7,*KASHKARI: ENTRENCHED INFLATION COULD PROMPT FED TO HIKE FURTHER,2023-07-12 13:30:00.003000+00:00,1,,,,,,,,2,,,,,,,,,,1
